,pos_amount_max_1mb,pos_amount_max_2mb,pos_amount_max_3mb,pos_amount_min_1mb,pos_amount_min_2mb,pos_amount_min_3mb,pos_amount_avg_1mb,pos_amount_avg_2mb,pos_amount_avg_3mb,pos_count_1mb,pos_count_2mb,pos_count_3mb,neg_amount_avg_1mb,neg_amount_avg_2mb,neg_amount_avg_3mb,neg_amount_max_1mb,neg_amount_max_2mb,neg_amount_max_3mb,neg_amount_min_1mb,neg_amount_min_2mb,neg_amount_min_3mb,neg_count_1mb,neg_count_2mb,neg_count_3mb,balance_avg_1mb,balance_avg_2mb,balance_avg_3mb,balance_min_1mb,balance_min_2mb,balance_min_3mb,balance_max_1mb,balance_max_2mb,balance_max_3mb,age,gender,A4,A5,A6,A7,A11,A13,A14,A16,has_card,permonth,amount,ndisp,class
1560,41988.0,41988.0,41988.0,262.6,248.6,206.3,21125.3,21118.3,21097.15,2.0,2.0,2.0,-37700.0,-39300.0,-29900.0,-37700.0,-39300.0,-29900.0,-37700.0,-39300.0,-29900.0,1.0,1.0,1.0,84198.11666666662,81488.22258064515,72582.88064516129,62051.9,59115.3,46821.0,104039.9,101103.3,88809.0,50.03013698630137,1,1204953,0,0,0,12541,0.43,167,99107,0,6998.0,419880.0,2,0
1583,144.1,274.7,44986.0,144.1,274.7,322.7,144.1,274.7,21061.116666666665,1.0,1.0,6.0,-4511.0,-8031.0,-9936.42857142857,-30.0,-30.0,-30.0,-9500.0,-26400.0,-33600.0,5.0,5.0,7.0,34326.47419354837,81268.32857142859,69493.44516129035,27594.6,50119.6,29688.1,50119.6,89999.8,94110.1,61.86027397260274,0,88884,80,26,6,8507,1.85,132,2674,0,2608.0,93888.0,2,0
1590,35742.0,53613.0,35742.0,154.7,258.7,211.2,17948.35,26935.85,17976.6,2.0,2.0,2.0,-8359.266666666666,-32100.0,-28100.0,-14.6,-17300.0,-28100.0,-25600.0,-46900.0,-28100.0,6.0,2.0,1.0,47273.70967741933,49617.25666666663,61138.31290322581,29443.4,43583.7,46317.5,79584.4,60883.7,82059.5,35.74246575342466,1,88884,80,26,6,8507,1.85,132,2674,0,4485.0,107640.0,1,0
1592,73890.0,49260.0,49260.0,208.4,216.6,276.1,37049.2,24738.3,24768.05,2.0,2.0,2.0,-14375.766666666668,-10207.800000000001,-11338.65,-14.6,-14.6,-14.6,-32700.0,-42300.0,-34400.0,6.0,7.0,4.0,50921.85000000003,58028.72258064519,73012.27000000002,27088.8,39236.8,57249.9,113328.8,110676.8,106495.3,18.224657534246575,1,88884,80,26,6,8507,1.85,132,2674,0,5787.0,208332.0,1,0
1624,11500.0,9900.0,7400.0,115.3,95.6,92.4,7057.099999999999,5455.533333333334,4621.133333333333,3.0,3.0,3.0,-4287.2,-4290.4,-4887.2,-14.6,-14.6,-14.6,-8600.0,-8100.0,-10400.0,3.0,4.0,3.0,29370.822580645163,23599.350000000013,23390.44516129031,22378.1,17182.4,15680.6,39172.5,29529.4,30327.6,26.912328767123288,0,75232,55,26,4,8980,2.21,111,2813,0,8400.0,504000.0,1,0
1629,18729.0,18729.0,18729.0,120.1,106.2,107.9,9424.55,9417.6,9418.45,2.0,2.0,2.0,-3990.9,-3940.9,-5232.719999999999,-14.6,-14.6,-14.6,-9249.0,-9249.0,-11000.0,4.0,4.0,5.0,28971.17,26214.132258064532,26622.529999999984,25471.1,22399.5,22291.6,39085.5,41113.9,48440.6,33.16712328767123,0,75232,55,26,4,8980,2.21,111,2813,0,1604.0,19248.0,2,0
1634,166.6,49137.0,46532.0,166.6,280.0,189.1,166.6,20937.25,23360.55,1.0,4.0,2.0,-10632.32,-18854.4,-700.0,-14.6,-14.6,-700.0,-31000.0,-31200.0,-700.0,5.0,4.0,1.0,38845.01612903226,51938.24666666668,41334.2935483871,29611.5,33356.1,27706.0,82758.5,82758.5,74427.1,32.92876712328767,1,75232,55,26,4,8980,2.21,111,2813,0,7683.0,460980.0,1,1
1639,10300.0,4700.0,37585.0,104.0,194.7,282.2,5202.0,2447.35,23018.033333333336,2.0,2.0,6.0,-5471.533333333333,-7581.460000000001,-18419.100000000002,-14.6,-14.6,-14.6,-14200.0,-19200.0,-56600.0,3.0,10.0,6.0,24690.328571428574,46362.97096774194,66475.42258064513,15666.5,21482.5,49788.9,29762.5,85982.5,92597.1,30.254794520547946,1,75232,55,26,4,8980,2.21,111,2813,0,2779.0,66696.0,1,1
1640,33797.0,50696.0,33797.0,114.9,164.5,184.9,13337.300000000001,25430.25,16990.95,3.0,2.0,2.0,-8370.72,-11378.119999999999,-7669.099999999999,-14.6,-14.6,-14.6,-14428.0,-18900.0,-18924.0,5.0,5.0,6.0,27211.325806451627,49695.733333333366,49338.929032258064,17837.8,25729.8,31739.5,52876.8,82605.8,77739.5,34.35616438356164,0,75232,55,26,4,8980,2.21,111,2813,0,5633.0,270384.0,1,0
1641,34870.0,34870.0,34870.0,299.0,259.2,255.7,17584.5,17564.6,17562.85,2.0,2.0,2.0,-9010.0,-5876.666666666667,-8821.666666666666,-30.0,-30.0,-30.0,-23000.0,-14200.0,-16300.0,3.0,3.0,6.0,68688.93333333336,60817.42903225809,60875.92333333331,42317.3,33618.1,34922.4,77187.3,68488.1,69792.4,29.273972602739725,0,75232,55,26,4,8980,2.21,111,2813,0,5812.0,139488.0,1,0
1676,5100.0,7610.0,5073.0,65.3,75.7,84.8,3412.7666666666664,3295.2333333333336,3319.2666666666664,3.0,3.0,3.0,-3079.32,-2355.32,-3459.3199999999997,-14.6,-14.6,-14.6,-6800.0,-6100.0,-9100.0,5.0,5.0,5.0,15662.616129032269,19680.036666666663,20360.68709677418,10090.4,15314.0,17120.1,19818.4,26446.3,29048.1,16.063013698630137,0,149893,63,29,6,9753,5.05,109,5892,0,6700.0,402000.0,1,0
1677,15812.0,16036.0,26626.0,151.1,165.9,171.8,7981.55,8100.95,15153.960000000001,2.0,2.0,5.0,-4104.866666666667,-11049.32,-1938.2,-14.6,-14.6,-14.6,-6600.0,-28200.0,-4100.0,3.0,5.0,3.0,32943.85806451611,34067.11333333336,41138.477419354844,27579.2,17991.8,3268.6,43391.2,73223.8,73223.8,24.117808219178084,1,149893,63,29,6,9753,5.05,109,5892,0,5388.0,129312.0,1,1
1678,36463.5,24309.0,24309.0,189.7,150.8,159.2,18326.6,12229.9,12234.1,2.0,2.0,2.0,-4885.12,-5273.12,-4680.933333333333,-14.6,-14.6,-14.6,-10100.0,-10900.0,-13200.0,5.0,5.0,6.0,45083.53870967743,35719.773333333345,38215.89999999997,24220.1,26125.9,28843.2,60683.6,50434.9,53152.2,43.89041095890411,0,149893,63,29,6,9753,5.05,109,5892,0,1139.0,68340.0,1,0
1679,4166.0,4166.0,6500.0,110.0,96.9,76.9,2092.0,2754.2999999999997,3580.9666666666667,3.0,3.0,3.0,-1022.9,-972.9,-1047.9,-14.6,-14.6,-14.6,-2306.0,-2306.0,-2306.0,4.0,4.0,4.0,26387.033333333322,23175.080645161295,18404.339285714286,21674.1,17502.8,12051.5,27479.1,25294.7,22246.5,38.07671232876712,1,149893,63,29,6,9753,5.05,109,5892,0,1319.0,63312.0,1,0
1680,9738.0,6492.0,8100.0,86.0,72.0,48.5,3310.6,1738.05,3672.775,3.0,4.0,4.0,-5700.0,0.0,0.0,-5700.0,0.0,0.0,-5700.0,0.0,0.0,1.0,0.0,0.0,26308.516129032265,21444.03999999999,12819.067741935483,22671.3,15791.1,1100.0,32481.3,22671.3,15791.1,29.471232876712328,1,149893,63,29,6,9753,5.05,109,5892,0,878.0,21072.0,1,0
1682,38902.0,38902.0,38902.0,195.4,179.5,150.3,19548.7,19540.75,14417.433333333334,2.0,2.0,3.0,-5199.0,-4170.428571428572,-10674.125,-30.0,-30.0,-30.0,-16900.0,-12500.0,-62800.0,7.0,7.0,8.0,46907.60322580648,42568.48333333336,33859.25161290323,36454.3,21665.8,22245.5,75356.3,60567.8,68706.5,38.37534246575343,0,149893,63,29,6,9753,5.05,109,5892,0,6484.0,233424.0,1,0
1698,21388.0,32082.0,21388.0,108.1,132.1,92.2,10748.05,16107.05,10740.1,2.0,2.0,2.0,-5003.92,-5223.266666666666,-4494.9,-14.6,-14.6,-14.6,-9700.0,-13100.0,-11200.0,5.0,6.0,4.0,30716.41935483871,31379.57741935484,27784.186666666683,20194.5,14837.0,19451.0,45199.5,46919.0,40824.4,34.66301369863014,0,95616,65,30,4,9307,4.43,118,3040,0,8975.0,538500.0,1,0
1710,19969.0,19969.0,19969.0,137.0,127.3,143.4,10053.0,10048.15,10056.2,2.0,2.0,2.0,-6145.32,-3845.3199999999997,-4619.92,-14.6,-14.6,-14.6,-12900.0,-6400.0,-10600.0,5.0,5.0,5.0,33522.93999999999,30181.200000000015,33471.30666666666,19801.6,20474.9,29546.1,50513.6,40443.9,49631.1,45.583561643835615,0,95616,65,30,4,9307,4.43,118,3040,0,3328.0,199680.0,1,0
1733,6392.0,6392.0,9588.0,81.4,95.9,113.4,3236.7,3243.95,4850.7,2.0,2.0,2.0,-2243.9,-2315.12,-2255.12,-14.6,-14.6,-14.6,-4261.0,-5500.0,-5800.0,4.0,5.0,5.0,19567.771428571436,22875.196774193555,27160.409677419357,17184.7,20172.3,22346.5,23576.7,26986.9,31934.5,58.00547945205479,0,95616,65,30,4,9307,4.43,118,3040,0,621.0,22356.0,1,0
1734,28214.0,35702.0,10118.0,221.0,217.1,99.1,14217.5,12287.619999999999,4805.7,2.0,5.0,3.0,-10558.333333333334,-3343.3333333333335,-2016.6666666666667,-30.0,-30.0,-30.0,-18821.0,-5800.0,-4000.0,6.0,3.0,3.0,51822.10333333336,52203.33225806453,24663.206666666658,36126.3,29769.3,21402.1,81177.3,81177.3,31690.1,14.638356164383561,1,95616,65,30,4,9307,4.43,118,3040,0,4760.0,285600.0,2,0
1736,29484.0,34610.0,1500.0,209.3,211.0,147.7,11653.575,14445.5,823.85,4.0,4.0,2.0,-11452.866666666667,-6342.92,-7804.866666666666,-14.6,-14.6,-14.6,-19167.0,-12000.0,-14400.0,3.0,5.0,3.0,50602.28064516129,50500.6129032258,34084.836666666684,30318.0,17373.5,21540.4,59996.7,63192.5,43440.4,26.208219178082192,1,95616,65,30,4,9307,4.43,118,3040,0,4939.0,177804.0,1,0
1737,22991.0,34486.0,22991.0,187.9,193.4,164.1,11589.45,17339.7,11577.55,2.0,2.0,2.0,-3470.657142857143,-4127.8,-3242.085714285714,-14.6,-14.6,-14.6,-14100.0,-15300.0,-9800.0,7.0,7.0,7.0,44548.14838709677,45306.96333333333,39453.6935483871,37710.4,35825.5,35365.1,57267.4,59577.5,54922.1,53.61095890410959,1,95616,65,30,4,9307,4.43,118,3040,0,6485.0,155640.0,1,0
1741,16833.0,11222.0,11222.0,115.9,105.2,99.6,8474.45,4942.400000000001,4440.533333333334,2.0,3.0,3.0,-2586.085714285714,-2140.52,-2367.1,-14.6,-14.6,-14.6,-5808.0,-5808.0,-5808.0,7.0,5.0,6.0,27840.338709677402,25199.39666666666,23707.899999999994,24022.2,19152.7,19833.7,42110.2,30374.7,31055.7,25.03287671232877,0,95616,65,30,4,9307,4.43,118,3040,0,1870.0,67320.0,1,0
1760,4700.0,180.7,261.2,119.5,180.7,261.2,2409.75,180.7,261.2,2.0,1.0,1.0,-5044.75,-3769.75,-7969.75,-30.0,-30.0,-30.0,-9749.0,-9749.0,-19600.0,4.0,4.0,4.0,29187.37741935482,43106.89,61440.30645161293,23012.2,38310.5,53128.3,43161.2,53359.5,84977.3,60.16164383561644,0,77963,60,23,4,8546,4.02,126,3120,0,2676.0,64224.0,2,0
1765,28840.0,43260.0,28840.0,53.7,108.0,158.5,9649.466666666667,14492.033333333333,9719.6,3.0,3.0,3.0,-3908.6124999999997,-6294.433333333333,-6088.066666666667,-2.3,-14.6,-14.6,-14700.0,-16400.0,-19126.0,8.0,6.0,9.0,13898.567741935476,28515.480000000018,39143.27096774194,-5851.2,8039.4,7735.1,22988.8,51299.4,62513.1,39.97260273972603,0,77963,60,23,4,8546,4.02,126,3120,0,4780.0,57360.0,1,1
1771,15888.0,15888.0,15888.0,232.4,190.4,144.0,6840.133333333334,7559.466666666667,8016.0,3.0,3.0,2.0,-5307.3,-4138.2,-3444.866666666667,-14.6,-14.6,-14.6,-10600.0,-8800.0,-6600.0,2.0,3.0,3.0,56281.57419354837,46221.56000000001,34831.06774193546,45837.9,35574.1,29876.7,66125.9,58062.1,45764.7,51.30958904109589,1,77963,60,23,4,8546,4.02,126,3120,0,9721.0,466608.0,1,0
1780,37012.0,48480.0,42010.0,310.2,325.3,348.8,20854.8,22836.86,22129.933333333334,4.0,5.0,3.0,-16952.52,-22136.52,-20053.65,-14.6,-14.6,-14.6,-36700.0,-42800.0,-42200.0,5.0,5.0,4.0,70586.73870967739,75133.55333333337,97635.34193548383,43322.2,43425.6,67793.4,91370.2,110662.6,109803.4,51.68219178082192,0,77963,60,23,4,8546,4.02,126,3120,0,4200.0,151200.0,1,0
1781,23959.0,35938.0,23959.0,231.4,251.9,228.5,12095.2,18094.95,12093.75,2.0,2.0,2.0,-3096.9,-2761.66,-4030.942857142857,-14.6,-14.6,-14.6,-11900.0,-6400.0,-14100.0,14.0,10.0,7.0,56098.506451612935,60245.12258064516,55867.26333333335,44926.8,40723.5,41932.6,69275.8,70792.5,65891.6,29.002739726027396,1,77963,60,23,4,8546,4.02,126,3120,0,5292.0,317520.0,1,0
1782,47757.0,36708.0,19242.0,290.7,108.9,140.6,19720.385714285716,18408.45,9691.3,7.0,2.0,2.0,-12653.2,-7819.8,-9571.4,-30.0,-30.0,-30.0,-34200.0,-16269.0,-23927.0,5.0,5.0,5.0,69148.15666666669,33277.30967741933,29663.953333333317,12623.6,12514.7,14765.1,101797.3,51583.7,43380.1,53.032876712328765,1,77963,60,23,4,8546,4.02,126,3120,0,7742.0,464520.0,1,1
1783,9600.0,32830.0,37477.0,136.1,72.0,73.4,4046.0750000000003,13293.8,12542.033333333333,4.0,4.0,3.0,-7507.8,-4943.333333333333,-9865.4,-30.0,-30.0,-30.0,-11209.0,-7700.0,-18781.0,5.0,3.0,5.0,33162.32903225808,13635.738709677424,30736.603333333318,27070.9,3223.7,10204.6,48626.9,48626.9,59501.6,19.936986301369863,1,77963,60,23,4,8546,4.02,126,3120,0,7518.0,360864.0,1,1
1784,18481.0,18481.0,18481.0,160.9,138.8,139.7,9320.95,9309.9,9310.35,2.0,2.0,2.0,-4480.15,-4405.15,-4655.15,-14.6,-14.6,-14.6,-8606.0,-8606.0,-8606.0,4.0,4.0,4.0,38992.20322580645,33651.23571428573,36059.57419354837,32317.0,31317.8,31192.7,50798.0,49798.8,49798.7,31.986301369863014,0,77963,60,23,4,8546,4.02,126,3120,0,8747.0,104964.0,1,0
1814,17585.0,17585.0,26378.0,166.3,143.0,194.4,6017.099999999999,8864.0,13286.2,3.0,2.0,2.0,-3848.866666666667,-2824.66,-3624.433333333333,-14.6,-14.6,-14.6,-8000.0,-7400.0,-5880.0,3.0,10.0,6.0,40053.296428571404,33616.00645161292,45388.83225806452,32957.2,26515.8,32750.0,50542.2,44100.8,59128.0,31.213698630136985,1,94725,38,28,1,9920,2.87,130,4846,0,7636.0,91632.0,2,0
1820,31624.0,47436.0,31624.0,108.8,171.0,230.2,15866.4,23803.5,15927.1,2.0,2.0,2.0,-4451.5599999999995,-4890.942857142857,-9021.1,-14.6,-14.6,-14.6,-8400.0,-14100.0,-22911.0,10.0,7.0,6.0,25815.587096774176,40965.222580645146,55031.043333333335,17991.1,13097.7,17512.3,59492.1,60533.7,67194.0,46.657534246575345,1,94725,38,28,1,9920,2.87,130,4846,0,5271.0,63252.0,1,0
1826,24939.0,24939.0,24939.0,219.0,190.2,257.1,12719.333333333334,8676.4,12598.05,3.0,3.0,2.0,-4304.75,-6428.0,-4623.8,-30.0,-30.0,-30.0,-8089.0,-9993.0,-8089.0,4.0,7.0,5.0,54180.41612903223,45649.50666666664,56697.151612903246,32689.9,32529.7,46979.6,70628.9,61111.7,71918.6,27.24109589041096,1,94725,38,28,1,9920,2.87,130,4846,0,4156.0,99744.0,1,0
1827,20308.0,20308.0,30462.0,271.9,248.9,263.4,10289.95,10278.45,15362.7,2.0,2.0,2.0,-4076.9,-2521.52,-7161.5199999999995,-14.6,-14.6,-14.6,-10700.0,-4300.0,-23600.0,4.0,5.0,5.0,64847.93548387097,59455.96129032255,62984.2766666667,48839.0,44589.7,48171.8,69147.0,64897.7,78633.8,19.60821917808219,1,94725,38,28,1,9920,2.87,130,4846,0,1632.0,39168.0,1,0
1833,49201.0,49201.0,49201.0,191.7,262.9,227.5,24696.35,24731.95,24714.25,2.0,2.0,2.0,-19228.65,-44000.0,-32300.0,-14.6,-44000.0,-32300.0,-42400.0,-44000.0,-32300.0,4.0,1.0,1.0,46042.37741935484,64890.51428571426,57815.74838709674,36988.0,59223.2,42094.7,71488.0,108424.2,91295.7,36.8,1,112065,95,19,7,11277,1.44,127,4987,0,8200.0,196800.0,1,1
1871,24243.0,16162.0,16162.0,66.6,42.0,47.7,12154.8,8102.0,8104.85,2.0,2.0,2.0,-3392.5199999999995,-3392.5199999999995,-3652.5199999999995,-14.6,-14.6,-14.6,-10900.0,-10900.0,-10900.0,5.0,5.0,5.0,16791.296666666658,10602.251612903226,10848.003333333327,8215.8,8188.4,7327.3,32458.8,25136.4,23489.3,26.471232876712328,0,112065,95,19,7,11277,1.44,127,4987,0,2694.0,96984.0,1,0
1874,13622.0,13622.0,13622.0,81.1,85.5,119.9,6851.55,6853.75,6870.95,2.0,2.0,2.0,-2451.7200000000003,-4351.719999999999,-5489.65,-14.6,-14.6,-14.6,-8944.0,-10000.0,-12600.0,5.0,5.0,4.0,20350.99999999999,20983.129999999997,28778.022580645178,16346.6,16275.7,24292.3,29968.6,38019.7,45836.3,57.68767123287671,0,112065,95,19,7,11277,1.44,127,4987,0,527.0,31620.0,1,0
1876,91.4,116.1,133.6,91.4,116.1,133.6,91.4,116.1,133.6,1.0,1.0,1.0,-1971.5333333333335,-1904.8666666666668,-1738.2,-14.6,-14.6,-14.6,-5700.0,-5400.0,-4200.0,3.0,3.0,3.0,21826.332258064518,27696.59677419355,31554.633333333335,19204.5,25003.0,30584.0,25104.5,30703.0,35784.0,31.926027397260274,0,112065,95,19,7,11277,1.44,127,4987,0,5415.0,194940.0,1,0
1893,366.2,42011.0,26050.0,366.2,262.0,235.8,366.2,24732.0,15181.76,1.0,4.0,5.0,-14910.0,-9576.666666666666,-16438.333333333332,-30.0,-30.0,-30.0,-39400.0,-25500.0,-54200.0,3.0,3.0,6.0,86254.10645161296,71833.83333333336,56461.90645161293,63948.1,38480.1,38244.3,108678.1,108678.1,112454.3,57.64931506849315,0,81344,61,23,4,8899,3.97,149,2487,0,4456.0,53472.0,2,0
1906,16203.0,24304.5,16203.0,180.1,164.9,139.3,8191.55,12234.7,8171.15,2.0,2.0,2.0,-2895.866666666667,-3321.2666666666664,-7129.2,-14.6,-14.6,-14.6,-5300.0,-7840.0,-18000.0,3.0,6.0,3.0,43015.27741935485,39346.57666666669,33446.49354838709,31373.1,26231.3,32006.6,47576.1,50535.8,37176.6,44.131506849315066,1,81344,61,23,4,8899,3.97,149,2487,0,1837.0,44088.0,1,0
1913,49471.0,62.8,99.8,110.4,62.8,99.8,24790.7,62.8,99.8,2.0,1.0,1.0,-9838.199999999999,-2238.2000000000003,-4438.2,-14.6,-14.6,-14.6,-26500.0,-3800.0,-10300.0,3.0,3.0,3.0,28127.603225806466,15023.660000000005,22929.55806451613,12719.5,12656.7,19271.5,62175.9,19371.3,29571.5,26.783561643835615,1,81344,61,23,4,8899,3.97,149,2487,0,2779.0,33348.0,1,0
1914,33280.0,22187.0,22187.0,172.7,172.8,167.4,16726.35,11179.9,11177.2,2.0,2.0,2.0,-3232.075,-4112.825,-3015.075,-2.0,-2.0,-2.0,-12300.0,-17046.0,-14264.0,8.0,8.0,8.0,40861.68387096776,43145.4,39732.88064516129,23872.3,27714.1,25917.4,57152.3,60602.1,48104.4,53.35068493150685,1,81344,61,23,4,8899,3.97,149,2487,0,3698.0,221880.0,2,0
1917,20044.0,48001.0,20372.0,217.8,267.2,234.4,10130.9,24134.1,13044.800000000001,2.0,2.0,3.0,-7482.766666666666,-8843.15,-9426.266666666666,-14.6,-14.6,-14.6,-16341.0,-25000.0,-18861.0,6.0,4.0,6.0,51594.477419354815,74556.25714285717,57596.12580645161,30999.9,42956.9,42722.5,62998.9,90943.3,99265.5,31.123287671232877,1,81344,61,23,4,8899,3.97,149,2487,0,3020.0,144960.0,1,0
1919,8300.0,12600.0,11344.5,128.3,138.2,130.9,4036.9249999999997,5111.2,4308.1,4.0,4.0,4.0,-2299.32,-2501.66,-2667.32,-14.6,-14.6,-14.6,-5042.0,-5120.0,-5042.0,5.0,10.0,5.0,39444.00357142858,35612.48387096776,38899.38387096774,32782.0,32233.9,30458.1,48645.0,47596.9,42360.6,59.47123287671233,0,81344,61,23,4,8899,3.97,149,2487,0,1451.0,52236.0,2,0
1949,173.9,30051.0,10600.0,173.9,193.5,104.3,173.9,19047.166666666668,5352.15,1.0,3.0,2.0,-4180.4,-6924.32,-2960.8,-14.6,-14.6,-14.6,-5907.0,-21100.0,-5907.0,4.0,5.0,2.0,40522.71666666667,50909.50967741938,25151.310714285704,32052.6,26254.4,21471.7,48774.2,74180.8,26254.4,54.74246575342466,0,92084,55,29,4,10124,0.54,141,4316,0,4542.0,272520.0,2,0
1952,19451.0,19451.0,19451.0,166.5,169.4,175.2,9808.75,9810.2,9813.1,2.0,2.0,2.0,-6203.65,-7004.866666666666,-7204.866666666666,-14.6,-14.6,-14.6,-13800.0,-16400.0,-17700.0,4.0,3.0,3.0,39183.32999999998,41923.167741935475,44066.12333333331,31795.2,36989.4,38377.7,53695.2,57989.4,59977.7,37.136986301369866,1,92084,55,29,4,10124,0.54,141,4316,0,3242.0,155616.0,1,0
1968,36975.0,24650.0,24650.0,288.2,269.0,277.2,18631.6,12459.5,12463.6,2.0,2.0,2.0,-7157.5,-9300.0,-15500.0,-100.0,-100.0,-15500.0,-15000.0,-24500.0,-15500.0,4.0,3.0,1.0,68483.13999999997,64426.11935483868,64560.073333333334,41738.7,42449.7,45322.5,78713.7,70249.7,70249.7,31.564383561643837,1,92084,55,29,4,10124,0.54,141,4316,0,4108.0,98592.0,1,0
1970,45490.0,11951.0,12261.0,127.4,131.1,137.3,18169.079999999998,5094.033333333334,6199.15,5.0,3.0,2.0,-4539.325,-3628.65,-4388.4,-14.6,-14.6,-14.6,-7800.0,-7200.0,-8839.0,8.0,4.0,4.0,29500.12258064516,29580.206451612892,31311.94666666668,6723.2,22455.7,26071.9,63968.6,37606.7,38332.9,27.175342465753424,1,92084,55,29,4,10124,0.54,141,4316,0,6694.0,160656.0,1,0
1971,26917.0,45518.0,30203.0,132.7,287.2,121.5,9107.866666666667,19697.325,11964.08,3.0,4.0,5.0,-11938.199999999999,-15019.1,-10298.9,-14.6,-14.6,-14.6,-31900.0,-40100.0,-26400.0,3.0,6.0,4.0,64609.012903225805,68605.92333333337,70886.09032258061,57817.5,40925.8,59400.9,89717.5,86443.8,88639.9,37.44931506849315,1,92084,55,29,4,10124,0.54,141,4316,0,3585.0,172080.0,1,0
1983,18631.0,27946.0,18631.0,126.7,163.2,124.4,9378.85,14054.6,9377.7,2.0,2.0,2.0,-3681.16,-4822.32,-2502.9,-14.6,-14.6,-14.6,-6900.0,-13900.0,-4397.0,10.0,5.0,4.0,28448.054838709675,38850.31935483871,32351.359999999986,18921.5,27289.9,24360.7,43418.5,55235.9,42977.1,25.15068493150685,1,75637,35,36,9,9622,0.59,154,3529,0,3105.0,149040.0,1,0
2009,11878.0,11878.0,11878.0,122.7,95.7,29.4,6000.35,5986.85,6435.8,2.0,2.0,3.0,-9000.0,-3500.0,0.0,-9000.0,-3500.0,0.0,-9000.0,-3500.0,0.0,1.0,1.0,0.0,32181.151612903224,25754.053333333344,10506.81935483871,28381.0,19907.4,600.0,40259.0,31785.4,19907.4,27.58082191780822,0,75637,35,36,9,9622,0.59,154,3529,0,5746.0,137904.0,1,1
2011,166.6,44748.0,36675.0,166.6,288.3,231.8,166.6,22518.15,20051.600000000002,1.0,2.0,3.0,-3929.4,-20171.533333333333,-42600.0,-14.6,-14.6,-42600.0,-7800.0,-30700.0,-42600.0,4.0,3.0,1.0,39498.914285714265,61398.34516129032,62823.096774193524,29631.7,45061.0,43258.2,45334.7,74861.0,103181.2,44.94794520547945,1,75637,35,36,9,9622,0.59,154,3529,0,4087.0,49044.0,1,0
2012,12323.0,132.8,13833.0,119.1,17.6,114.1,4187.066666666667,75.2,6294.825,3.0,2.0,4.0,-3438.2000000000003,-3371.5333333333333,-3901.6222222222223,-14.6,-14.6,-14.6,-6700.0,-6800.0,-9600.0,3.0,3.0,9.0,33155.96129032258,31949.80000000002,33595.71612903224,25071.6,24938.8,20970.1,37397.5,35053.4,44988.7,24.663013698630138,0,75637,35,36,9,9622,0.59,154,3529,0,3422.0,164256.0,2,0
2014,11906.0,11906.0,11906.0,58.8,49.4,29.8,4027.5,4014.6,3941.975,3.0,3.0,4.0,-8000.0,-2200.0,0.0,-8000.0,-2200.0,0.0,-8000.0,-2200.0,0.0,1.0,1.0,0.0,30354.91333333332,23573.18387096775,10512.730000000001,26411.7,16567.9,800.0,38317.7,28473.9,16567.9,32.25205479452055,0,75637,35,36,9,9622,0.59,154,3529,0,7218.0,86616.0,1,0
2015,14861.0,14861.0,14861.0,94.6,126.1,99.3,6518.533333333333,7493.55,7480.15,3.0,2.0,2.0,-8906.199999999999,-3734.65,-2300.65,-14.6,-14.6,-14.6,-24204.0,-7700.0,-3888.0,3.0,4.0,4.0,27557.12258064518,30317.15000000002,27714.429032258053,16828.8,26060.3,20365.6,41032.8,38484.3,35226.6,39.967123287671235,0,75637,35,36,9,9622,0.59,154,3529,0,2477.0,59448.0,1,0
2016,31648.0,31648.0,31648.0,182.5,152.6,137.4,15915.25,15900.3,15892.7,2.0,2.0,2.0,-6163.92,-6304.866666666666,-8981.933333333332,-14.6,-14.6,-14.6,-17400.0,-12600.0,-17477.0,5.0,3.0,6.0,45130.66451612901,36232.58214285716,33253.02580645162,37061.7,17875.8,24053.0,68709.7,49523.8,63830.0,56.16164383561644,0,75637,35,36,9,9622,0.59,154,3529,0,5275.0,126600.0,1,0
2017,11855.0,11855.0,11855.0,152.1,153.1,130.4,6003.55,6004.05,5992.7,2.0,2.0,2.0,-2778.65,-3871.5333333333333,-1504.8666666666668,-14.6,-14.6,-14.6,-6900.0,-10400.0,-2900.0,4.0,3.0,3.0,36985.82580645162,36823.70333333334,33659.535483870946,34305.1,33911.6,26440.8,46145.5,45752.0,38281.2,52.90958904109589,0,75637,35,36,9,9622,0.59,154,3529,0,1445.0,69360.0,1,0
2050,20313.0,20313.0,30470.0,180.5,170.1,184.5,10246.75,10241.55,15327.25,2.0,2.0,2.0,-1988.875,-2637.4166666666665,-2027.6666666666667,-30.0,-30.0,-30.0,-8262.0,-6000.0,-5700.0,8.0,12.0,9.0,43240.08214285714,40544.89032258065,44638.14193548386,33775.6,33241.4,32535.9,52084.6,51550.4,63005.9,52.89041095890411,1,107870,84,29,6,8754,4.31,137,3868,0,3386.0,40632.0,1,0
2055,36433.0,35084.0,18553.0,321.3,190.6,139.7,18377.15,14540.9,8730.9,2.0,4.0,3.0,-6416.099999999999,-3675.7666666666664,-6555.933333333333,-14.6,-14.6,-14.6,-18300.0,-11453.0,-18499.0,6.0,6.0,6.0,77379.09666666665,44863.55806451613,30023.923333333347,51960.5,32244.5,17960.4,80262.1,80262.1,44153.1,43.31506849315068,0,107870,84,29,6,8754,4.31,137,3868,0,5996.0,143904.0,1,0
